numero,grupo_parlamentario,congresista,votacion
53,AP-PIS,"GONZALES DELGADO, DIANA CAROLINA",NO
54,FP,"GUERRA GARCÍA, CAMPOS HERNANDO",NO
55,PL,"GUTIÉRREZ TICONA, PAUL SILVIO",SI
56,RP,"HERRERA MEDINA, NOELIA ROSSVITH",NO
57,FP,"HUAMÁN CORONADO, RAÚL",NO
58,FP,"INFANTES CASTAÑEDA, MERY ELIANA",NO
59,RP,"JÁUREGUI MARTÍNEZ DE AGUAYO, MARÍA DE LOS MILAGROS JACKELINE",NO
60,SP,"JERI ORÉ, JOSÉ ENRIQUE",NO
61,FP,"JIMÉNEZ HEREDIA, DAVID JULIO",AUS
62,APP,"JUÁREZ CALLE, HEIDY LISBETH",NO
63,FP,"JUÁREZ GALLEGOS, CARMEN PATRICIA",NO
64,APP,"JULON IRIGOIN, ELVA EDHIT",NO
65,PD,"KAMICHE MORANTE, LUIS ROBERTO",LE
66,PD,"LIMACHI QUISPE, NIEVES ESMERALDA",SI
67,FP,"LIZARZABURU LIZARZABURU, JUAN CARLOS MARTIN",NO
68,FP,"LÓPEZ MORALES, JENY LUZ",NO
69,AP,"LÓPEZ UREÑA, ILICH FREDY",NO
70,PP,"LUNA GÁLVEZ, JOSÉ LEÓN",NO
71,JP,"LUQUE IBARRA, RUTH",SI
72,NA,"MÁLAGA TRILLO, GEORGE EDWARD",ABST
73,PL,"MARTICORENA MENDOZA, JORGE ALFONSO",SI
74,AP,"MARTÍNEZ TALAVERA, PEDRO EDWIN",NO
75,PL,"MEDINA HERMOSILLA, ELIZABETH SARA",SI
76,RP,"MEDINA MINAYA, ESDRAS RICARDO",NO
77,PL,"MONTALVO CUBAS, SEGUNDO TORIBIO",AUS
78,AP,"MONTEZA FACHO, SILVIA MARÍA",NO
79,RP,"MONTOYA MANRIQUE, JORGE CARLOS",NO
80,FP,"MORANTE FIGARI, JORGE ALBERTO",NO
81,AP,"MORI CELIS, JUAN CARLOS",NO
82,FP,"MOYANO DELGADO, MARTHA LUPE",NO
83,RP,"MUÑANTE BARRIOS, ALEJANDRO",NO
84,FP,"OBANDO MORGAN, AURISTELA ANA",NO
85,FP,"OLIVOS MARTÍNEZ, VIVIAN",NO
86,NA,"PABLO MEDINA, FLOR AIDEE",ABST
87,RP,"PADILLA ROMERO, JAVIER ROMMEL",AUS
88,PL,"PALACIOS HUÁMAN, MARGOT",SI
89,PL,"PAREDES CASTRO, FRANCIS JHASMINA",SINRES
90,AP,"PAREDES FONSECA, KAROL IVETT",NO
91,PL,"PAREDES GONZALES, ALEX ANTONIO",AUS
92,NA,"PAREDES PIQUÉ, SUSEL ANA MARÍA",ABST
93,PL,"PARIONA SINCHE, ALFREDO",SI
94,APP,"PICÓN QUEDO, LUIS RAÚL",SI
95,PL,"PORTALATINO ÁVALOS, KELLY ROXANA",SI
96,AP,"PORTERO LÓPEZ, HILDA MARLENY",ABST
97,PL,"QUIROZ BARBOZA, SEGUNDO TEODOMIRO",SI
98,PL,"QUISPE MAMANI, WILSON RUSBEL",SI
99,PL,"QUITO SARMIENTO, BERNARDO JAIME",SI
100,FP,"RAMÍREZ GARCÍA, TANIA ESTEFANY",NO
101,FP,"REVILLA VILLANUEVA, CÉSAR MANUEL",NO
102,PL,"REYES CAM, ABEL AUGUSTO",LO
103,JP,"REYMUNDO MERCADO, EDGARD CORNELIO",SI
104,PL,"RIVAS CHACARA, JANET MILAGROS",SI
105,PL,"ROBLES ARAUJO, SILVANA EMPERATRIZ",SI
106,APP,"RUÍZ RODRÍGUEZ, MAGALY ROSMERY",AUS
107,SP,"SAAVEDRA CASTERNOQUE, HITLER",NO
108,APP,"SALHUANA CAVIDES, EDUARDO",NO
109,JP,"SÁNCHEZ PALOMINO, ROBERTO HELBERT",SI
110,AP,"SOTO PALACIOS, WILSON",NO
111,APP,"SOTO REYES, ALEJANDRO",NO
112,PL,"TACURI VALDIVIA, GERMÁN ADOLFO",SI
113,PL,"TAIPE CORONADO, MARÍA ELIZABETH",SI
114,PL,"TELLO MONTES, NIVARDO EDGAR",SI
115,APP,"TORRES SALINAS, ROSIO",NO
116,APP,"TRIGOZO REÁTEGUI, CHERYL",NO
117,AP-PIS,"TUDELA GUTIÉRREZ, ADRIANA JOSEFINA",NO
118,PL,"UGARTE MAMANI, JHAKELINE KATY",SI
119,PD,"VALER PINTO, HÉCTOR",SI
120,PL,"VARAS MELÉNDEZ, ELÍAS MARCIAL",SI
121,PL,"VÁSQUEZ VELA, LUCINDA",SI
122,FP,"VENTURA ANGEL, HÉCTOR JOSÉ",NO
123,AP,"VERGARA MENDOZA, ELVIS HERNÁN",ABST
124,AP-PIS,"WILLIAMS ZAPATA, JOSÉ DANIEL",NO
125,PP,"WONG PUJADA, ENRIQUE",NO
126,AP-PIS,"YARROW LUMBRERAS, NORMA MARTINA",NO
127,PL,"ZEA CHOQUECHAMBI, OSCAR",LO
128,RP,"ZEBALLOS APONTE, JORGE ARTURO",NO
129,PD,"ZEBALLOS MADARIAGA, CARLOS JAVIER",SI
130,FP,"ZETA CHUNGA, CRUZ MARÍA",AUS
