grupo_parlamentario,congresista,asistencia
CD-JPP,"LIMACHI QUISPE, NIEVES ESMERALDA",PRESENTE
FP,"LIZARZABURU LIZARZABURU, JUAN CARLOS MARTIN",AUSENTE
PP,"LUNA GÁLVEZ, JOSÉ LEÓN",PRESENTE
CD-JPP,"LUQUE IBARRA, RUTH",AUSENTE
FP,"LÓPEZ MORALES, JENY LUZ",PRESENTE
NA,"LÓPEZ UREÑA, ILICH FREDY",PRESENTE
PB,"MARTICORENA MENDOZA, JORGE ALFONSO",PRESENTE
NA,"MARTÍNEZ TALAVERA, PEDRO EDWIN",AUSENTE
BM,"MEDINA HERMOSILLA, ELIZABETH SARA",PRESENTE
UDP,"MEDINA MINAYA, ESDRAS RICARDO",PRESENTE
PL,"MITA ALANOCA, ISAAC",PRESENTE
PL,"MONTALVO CUBAS, SEGUNDO TORIBIO",PRESENTE
NA,"MONTEZA FACHO, SILVIA MARÍA",PRESENTE
RP,"MONTOYA MANRIQUE, JORGE CARLOS",PRESENTE
FP,"MORANTE FIGARI, JORGE ALBERTO",PRESENTE
NA,"MORI CELIS, JUAN CARLOS",PRESENTE
FP,"MOYANO DELGADO, MARTHA LUPE",PRESENTE
RP,"MUÑANTE BARRIOS, ALEJANDRO",AUSENTE
NA,"MÁLAGA TRILLO, GEORGE EDWARD",AUSENTE
FP,"OBANDO MORGAN, AURISTELA ANA",PRESENTE
FP,"OLIVOS MARTÍNEZ, VIVIAN",PRESENTE
NA,"PABLO MEDINA, FLOR AIDEE",PRESENTE
RP,"PADILLA ROMERO, JAVIER ROMMEL",PRESENTE
PL,"PALACIOS HUÁMAN, MARGOT",PRESENTE
PP,"PAREDES CASTRO, FRANCIS JHASMINA",PRESENTE
NA,"PAREDES FONSECA, KAROL IVETT",PRESENTE
BM,"PAREDES GONZALES, ALEX ANTONIO",PRESENTE
CD-JPP,"PAREDES PIQUÉ, SUSEL ANA MARÍA",LICENCIA_OFICIAL
NA,"PARIONA SINCHE, ALFREDO",PRESENTE
SP,"PAZO NUNURA, JOSE BERNARDO",AUSENTE
PP,"PICÓN QUEDO, LUIS RAÚL",AUSENTE
PL,"PORTALATINO ÁVALOS, KELLY ROXANA",PRESENTE
AP,"PORTERO LÓPEZ, HILDA MARLENY",AUSENTE
BM,"QUIROZ BARBOZA, SEGUNDO TEODOMIRO",AUSENTE
PL,"QUISPE MAMANI, WILSON RUSBEL",AUSENTE
NA,"QUITO SARMIENTO, BERNARDO JAIME",AUSENTE
FP,"RAMÍREZ GARCÍA, TANIA ESTEFANY",PRESENTE
FP,"REVILLA VILLANUEVA, CÉSAR MANUEL",AUSENTE
PL,"REYES CAM, ABEL AUGUSTO",AUSENTE
CD-JPP,"REYMUNDO MERCADO, EDGARD CORNELIO",PRESENTE
PL,"RIVAS CHACARA, JANET MILAGROS",AUSENTE
NA,"ROBLES ARAUJO, SILVANA EMPERATRIZ",AUSENTE
APP,"RUÍZ RODRÍGUEZ, MAGALY ROSMERY",PRESENTE
SP,"SAAVEDRA CASTERNOQUE, HITLER",AUSENTE
APP,"SALHUANA CAVIDES, EDUARDO",AUSENTE
AP,"SOTO PALACIOS, WILSON",LICENCIA_OFICIAL
APP,"SOTO REYES, ALEJANDRO",PRESENTE
CD-JPP,"SÁNCHEZ PALOMINO, ROBERTO HELBERT",PRESENTE
BM,"TACURI VALDIVIA, GERMÁN ADOLFO",PRESENTE
PL,"TAIPE CORONADO, MARÍA ELIZABETH",PRESENTE
BM,"TELLO MONTES, NIVARDO EDGAR",PRESENTE
APP,"TORRES SALINAS, ROSIO",PRESENTE
APP,"TRIGOZO REÁTEGUI, CHERYL",PRESENTE
AP-PIS,"TUDELA GUTIÉRREZ, ADRIANA JOSEFINA",AUSENTE
UDP,"UGARTE MAMANI, JHAKELINE KATY",PRESENTE
SP,"VALER PINTO, HÉCTOR",AUSENTE
PB,"VARAS MELÉNDEZ, ELÍAS MARCIAL",LICENCIA_OFICIAL
FP,"VENTURA ANGEL, HÉCTOR JOSÉ",AUSENTE
AP,"VERGARA MENDOZA, ELVIS HERNÁN",AUSENTE
BM,"VÁSQUEZ VELA, LUCINDA",PRESENTE
AP-PIS,"WILLIAMS ZAPATA, JOSÉ DANIEL",AUSENTE
PP,"WONG PUJADA, ENRIQUE",PRESENTE
AP-PIS,"YARROW LUMBRERAS, NORMA MARTINA",PRESENTE
BM,"ZEA CHOQUECHAMBI, OSCAR",PRESENTE
RP,"ZEBALLOS APONTE, JORGE ARTURO",AUSENTE
PP,"ZEBALLOS MADARIAGA, CARLOS JAVIER",AUSENTE
FP,"ZETA CHUNGA, CRUZ MARÍA",PRESENTE
