numero,grupo_parlamentario,congresista,votacion
75,PL,"MEDINA HERMOSILLA, ELIZABETH SARA",SI
76,RP,"MEDINA MINAYA, ESDRAS RICARDO",SI
77,PL,"MONTALVO CUBAS, SEGUNDO TORIBIO",SI
78,AP,"MONTEZA FACHO, SILVIA MARÍA",SI
79,RP,"MONTOYA MANRIQUE, JORGE CARLOS",SI
80,FP,"MORANTE FIGARI, JORGE ALBERTO",SI
81,AP,"MORI CELIS, JUAN CARLOS",LE
82,FP,"MOYANO DELGADO, MARTHA LUPE",SI
83,RP,"MUÑANTE BARRIOS, ALEJANDRO",SI
84,FP,"OBANDO MORGAN, AURISTELA ANA",SI
85,FP,"OLIVOS MARTÍNEZ, VIVIAN",SI
86,SP-PM,"PABLO MEDINA, FLOR AIDEE",NO
87,RP,"PADILLA ROMERO, JAVIER ROMMEL",SI
88,PL,"PALACIOS HUÁMAN, MARGOT",SI
89,PL,"PAREDES CASTRO, FRANCIS JHASMINA",ABST
90,AP,"PAREDES FONSECA, KAROL IVETT",SI
91,PL,"PAREDES GONZALES, ALEX ANTONIO",SI
92,SP-PM,"PAREDES PIQUÉ, SUSEL ANA MARÍA",NO
93,PL,"PARIONA SINCHE, ALFREDO",SI
94,APP,"PICÓN QUEDO, LUIS RAÚL",NO
95,PL,"PORTALATINO ÁVALOS, KELLY ROXANA",SI
96,AP,"PORTERO LÓPEZ, HILDA MARLENY",SI
97,PL,"QUIROZ BARBOZA, SEGUNDO TEODOMIRO",SI
98,PL,"QUISPE MAMANI, WILSON RUSBEL",SI
99,PL,"QUITO SARMIENTO, BERNARDO JAIME",SI
100,FP,"RAMÍREZ GARCÍA, TANIA ESTEFANY",SI
101,FP,"REVILLA VILLANUEVA, CÉSAR MANUEL",SI
102,PL,"REYES CAM, ABEL AUGUSTO",SI
103,JPP,"REYMUNDO MERCADO, EDGARD CORNELIO",ABST
104,PL,"RIVAS CHACARA, JANET MILAGROS",SI
105,PL,"ROBLES ARAUJO, SILVANA EMPERATRIZ",SI
106,APP,"RUÍZ RODRÍGUEZ, MAGALY ROSMERY",NO
107,SP-PM,"SAAVEDRA CASTERNOQUE, HITLER",NO
108,APP,"SALHUANA CAVIDES, EDUARDO",NO
109,JPP,"SÁNCHEZ PALOMINO, ROBERTO HELBERT",LO
110,AP,"SOTO PALACIOS, WILSON",SI
111,APP,"SOTO REYES, ALEJANDRO",AUS
112,PL,"TACURI VALDIVIA, GERMÁN ADOLFO",NO
113,PL,"TAIPE CORONADO, MARÍA ELIZABETH",SI
114,PL,"TELLO MONTES, NIVARDO EDGAR",SI
115,APP,"TORRES SALINAS, ROSIO",NO
116,APP,"TRIGOZO REÁTEGUI, CHERYL",NO
117,AP-PIS,"TUDELA GUTIÉRREZ, ADRIANA JOSEFINA",SI
118,PL,"UGARTE MAMANI, JHAKELINE KATY",SI
119,SP-PM,"VALER PINTO, HÉCTOR",NO
120,PL,"VARAS MELÉNDEZ, ELÍAS MARCIAL",AUS
121,PL,"VÁSQUEZ VELA, LUCINDA",LE
122,FP,"VENTURA ANGEL, HÉCTOR JOSÉ",SI
123,AP,"VERGARA MENDOZA, ELVIS HERNÁN",SI
124,AP-PIS,"WILLIAMS ZAPATA, JOSÉ DANIEL",SI
125,PP,"WONG PUJADA, ENRIQUE",LO
126,AP-PIS,"YARROW LUMBRERAS, NORMA MARTINA",SI
127,PL,"ZEA CHOQUECHAMBI, OSCAR",NO
128,RP,"ZEBALLOS APONTE, JORGE ARTURO",AUS
129,AP,"ZEBALLOS MADARIAGA, CARLOS JAVIER",NO
130,FP,"ZETA CHUNGA, CRUZ MARÍA",SI
