numero,grupo_parlamentario,congresista,votacion
33,FP,"CORDERO JON TAY, LUIS GUSTAVO",NO
34,FP,"CORDERO JON TAY, MARÍA DEL PILAR",NO
35,AP-PIS,"CÓRDOVA LOBATÓN, MARÍA JESSICA",NO
36,JP,"CORTEZ AGUIRRE, ISABEL",SI
37,PL,"CRUZ MAMANI, FLAVIO",SI
38,RP,"CUETO ASERVI, JOSÉ ERNESTO",NO
39,PL,"CUTIPA CCAMA, VÍCTOR RAÚL",NO
40,PL,"DÁVILA ATANACIO, PASIÓN NEOMIAS",NO
41,APP,"DÍAZ MONAGO, FREDDY RONALD",SI
42,AP,"DOROTEO CARBAJO, RAÚL FELIPE",SI
43,APP,"ECHAÍZ DE NÚÑEZ IZAGA, GLADYS MARGOT",SI
44,PL,"ECHEVERRÍA RODRÍGUEZ, HAMLET",LO
45,SP,"ELERA GARCÍA, WILMAR ALBERTO",SI
46,PP,"ELÍAS ÁVALOS, JOSÉ LUIS",LE
47,AP,"ESPINOZA VARGAS, JHAEC DARWIN",SI
48,AP,"FLORES ANCACHI, JORGE LUIS",SI
49,PL,"FLORES RAMÍREZ, ALEX RANDU",SI
50,FP,"FLORES RUÍZ, VÍCTOR SEFERINO",NO
51,APP,"GARCÍA CORREA, IDELSO MANUEL",SI
52,PL,"GONZA CASTILLO, AMERICO",NO
53,AP-PIS,"GONZALES DELGADO, DIANA CAROLINA",NO
54,FP,"GUERRA GARCÍA, CAMPOS HERNANDO",NO
55,PL,"GUTIÉRREZ TICONA, PAUL SILVIO",NO
56,RP,"HERRERA MEDINA, NOELIA ROSSVITH",NO
57,FP,"HUAMÁN CORONADO, RAÚL",NO
58,FP,"INFANTES CASTAÑEDA, MERY ELIANA",NO
59,RP,"JÁUREGUI MARTÍNEZ DE AGUAYO, MARÍA DE LOS MILAGROS JACKELINE",AUS
60,SP,"JERI ORÉ, JOSÉ ENRIQUE",SI
61,FP,"JIMÉNEZ HEREDIA, DAVID JULIO",NO
62,APP,"JUÁREZ CALLE, HEIDY LISBETH",SI
63,FP,"JUÁREZ GALLEGOS, CARMEN PATRICIA",NO
64,APP,"JULON IRIGOIN, ELVA EDHIT",LE
65,PL,"KAMICHE MORANTE, LUIS ROBERTO",SI
66,PL,"LIMACHI QUISPE, NIEVES ESMERALDA",NO
67,FP,"LIZARZABURU LIZARZABURU, JUAN CARLOS MARTIN",NO
68,FP,"LÓPEZ MORALES, JENY LUZ",NO
69,AP,"LÓPEZ UREÑA, ILICH FREDY",SI
70,PP,"LUNA GÁLVEZ, JOSÉ LEÓN",SINRES
71,JP,"LUQUE IBARRA, RUTH",SI
72,NA,"MÁLAGA TRILLO, GEORGE EDWARD",SI
73,PL,"MARTICORENA MENDOZA, JORGE ALFONSO",NO
74,AP,"MARTÍNEZ TALAVERA, PEDRO EDWIN",AUS
75,PL,"MEDINA HERMOSILLA, ELIZABETH SARA",LE
76,RP,"MEDINA MINAYA, ESDRAS RICARDO",AUS
77,PL,"MONTALVO CUBAS, SEGUNDO TORIBIO",SI
78,AP,"MONTEZA FACHO, SILVIA MARÍA",SI
79,RP,"MONTOYA MANRIQUE, JORGE CARLOS",NO
80,FP,"MORANTE FIGARI, JORGE ALBERTO",LE
81,AP,"MORI CELIS, JUAN CARLOS",LP
82,FP,"MOYANO DELGADO, MARTHA LUPE",NO
83,RP,"MUÑANTE BARRIOS, ALEJANDRO",AUS
84,FP,"OBANDO MORGAN, AURISTELA ANA",NO
85,FP,"OLIVOS MARTÍNEZ, VIVIAN",NO
86,NA,"PABLO MEDINA, FLOR AIDEE",SI
87,RP,"PADILLA ROMERO, JAVIER ROMMEL",NO
88,PL,"PALACIOS HUÁMAN, MARGOT",NO
89,PL,"PAREDES CASTRO, FRANCIS JHASMINA",SI
90,AP,"PAREDES FONSECA, KAROL IVETT",SI
91,PL,"PAREDES GONZALES, ALEX ANTONIO",SI
92,NA,"PAREDES PIQUÉ, SUSEL ANA MARÍA",SINRES
93,PL,"PARIONA SINCHE, ALFREDO",NO
94,APP,"PICÓN QUEDO, LUIS RAÚL",SI
95,PL,"PORTALATINO ÁVALOS, KELLY ROXANA",SI
96,AP,"PORTERO LÓPEZ, HILDA MARLENY",SI
97,PL,"QUIROZ BARBOZA, SEGUNDO TEODOMIRO",LP
98,PL,"QUISPE MAMANI, WILSON RUSBEL",SI
99,PL,"QUITO SARMIENTO, BERNARDO JAIME",SI
100,FP,"RAMÍREZ GARCÍA, TANIA ESTEFANY",NO
101,FP,"REVILLA VILLANUEVA, CÉSAR MANUEL",NO
102,PL,"REYES CAM, ABEL AUGUSTO",AUS
103,JP,"REYMUNDO MERCADO, EDGARD CORNELIO",SI
104,PL,"RIVAS CHACARA, JANET MILAGROS",ABST
105,PL,"ROBLES ARAUJO, SILVANA EMPERATRIZ",SI
106,APP,"RUÍZ RODRÍGUEZ, MAGALY ROSMERY",AUS
107,SP,"SAAVEDRA CASTERNOQUE, HITLER",SI
108,APP,"SALHUANA CAVIDES, EDUARDO",SI
109,JP,"SÁNCHEZ PALOMINO, ROBERTO HELBERT",SI
110,AP,"SOTO PALACIOS, WILSON",SI
111,APP,"SOTO REYES, ALEJANDRO",SI
112,PL,"TACURI VALDIVIA, GERMÁN ADOLFO",SI
113,PL,"TAIPE CORONADO, MARÍA ELIZABETH",SINRES
114,PL,"TELLO MONTES, NIVARDO EDGAR",AUS
115,APP,"TORRES SALINAS, ROSIO",AUS
116,APP,"TRIGOZO REÁTEGUI, CHERYL",SI
117,AP-PIS,"TUDELA GUTIÉRREZ, ADRIANA JOSEFINA",NO
118,PL,"UGARTE MAMANI, JHAKELINE KATY",AUS
119,SP,"VALER PINTO, HÉCTOR",SI
120,PL,"VARAS MELÉNDEZ, ELÍAS MARCIAL",SI
121,PL,"VÁSQUEZ VELA, LUCINDA",AUS
122,FP,"VENTURA ANGEL, HÉCTOR JOSÉ",NO
123,AP,"VERGARA MENDOZA, ELVIS HERNÁN",SI
124,AP-PIS,"WILLIAMS ZAPATA, JOSÉ DANIEL",NO
125,PP,"WONG PUJADA, ENRIQUE",SINRES
126,AP-PIS,"YARROW LUMBRERAS, NORMA MARTINA",NO
127,PL,"ZEA CHOQUECHAMBI, OSCAR",NO
128,RP,"ZEBALLOS APONTE, JORGE ARTURO",LE
129,NA,"ZEBALLOS MADARIAGA, CARLOS JAVIER",SI
130,FP,"ZETA CHUNGA, CRUZ MARÍA",NO
