numero,grupo_parlamentario,congresista,votacion
72,NA,"MÁLAGA TRILLO, GEORGE EDWARD",AUS
73,PL,"MARTICORENA MENDOZA, JORGE ALFONSO",NO
74,AP,"MARTÍNEZ TALAVERA, PEDRO EDWIN",SI
75,PL,"MEDINA HERMOSILLA, ELIZABETH SARA",ABST
76,RP,"MEDINA MINAYA, ESDRAS RICARDO",SI
77,PL,"MONTALVO CUBAS, SEGUNDO TORIBIO",NO
78,AP,"MONTEZA FACHO, SILVIA MARÍA",SI
79,RP,"MONTOYA MANRIQUE, JORGE CARLOS",SI
80,FP,"MORANTE FIGARI, JORGE ALBERTO",SI
81,AP,"MORI CELIS, JUAN CARLOS",SI
82,FP,"MOYANO DELGADO, MARTHA LUPE",SI
83,RP,"MUÑANTE BARRIOS, ALEJANDRO",LO
84,FP,"OBANDO MORGAN, AURISTELA ANA",SI
85,FP,"OLIVOS MARTÍNEZ, VIVIAN",SI
86,NA,"PABLO MEDINA, FLOR AIDEE",SI
87,RP,"PADILLA ROMERO, JAVIER ROMMEL",SI
88,PL,"PALACIOS HUÁMAN, MARGOT",AUS
89,PL,"PAREDES CASTRO, FRANCIS JHASMINA",AUS
90,AP,"PAREDES FONSECA, KAROL IVETT",SI
91,PL,"PAREDES GONZALES, ALEX ANTONIO",ABST
92,NA,"PAREDES PIQUÉ, SUSEL ANA MARÍA",SI
93,PL,"PARIONA SINCHE, ALFREDO",ABST
94,NA,"PICÓN QUEDO, LUIS RAÚL",ABST
95,PL,"PORTALATINO ÁVALOS, KELLY ROXANA",ABST
96,AP,"PORTERO LÓPEZ, HILDA MARLENY",SI
97,PL,"QUIROZ BARBOZA, SEGUNDO TEODOMIRO",SINRES
98,PL,"QUISPE MAMANI, WILSON RUSBEL",LO
99,PL,"QUITO SARMIENTO, BERNARDO JAIME",ABST
100,FP,"RAMÍREZ GARCÍA, TANIA ESTEFANY",SI
101,FP,"REVILLA VILLANUEVA, CÉSAR MANUEL",SI
102,PL,"REYES CAM, ABEL AUGUSTO",AUS
103,CD,"REYMUNDO MERCADO, EDGARD CORNELIO",SI
104,PL,"RIVAS CHACARA, JANET MILAGROS",NO
105,PL,"ROBLES ARAUJO, SILVANA EMPERATRIZ",NO
106,APP,"RUÍZ RODRÍGUEZ, MAGALY ROSMERY",SI
107,SP,"SAAVEDRA CASTERNOQUE, HITLER",NO
108,APP,"SALHUANA CAVIDES, EDUARDO",SI
109,CD,"SÁNCHEZ PALOMINO, ROBERTO HELBERT",ABST
110,AP,"SOTO PALACIOS, WILSON",SI
111,APP,"SOTO REYES, ALEJANDRO",SI
112,PL,"TACURI VALDIVIA, GERMÁN ADOLFO",AUS
113,PL,"TAIPE CORONADO, MARÍA ELIZABETH",AUS
114,PL,"TELLO MONTES, NIVARDO EDGAR",ABST
115,APP,"TORRES SALINAS, ROSIO",SI
116,APP,"TRIGOZO REÁTEGUI, CHERYL",SI
117,AP-PIS,"TUDELA GUTIÉRREZ, ADRIANA JOSEFINA",SI
118,PL,"UGARTE MAMANI, JHAKELINE KATY",NO
119,PD,"VALER PINTO, HÉCTOR",NO
120,PL,"VARAS MELÉNDEZ, ELÍAS MARCIAL",NO
121,PL,"VÁSQUEZ VELA, LUCINDA",SINRES
122,FP,"VENTURA ANGEL, HÉCTOR JOSÉ",SI
123,AP,"VERGARA MENDOZA, ELVIS HERNÁN",AUS
124,AP-PIS,"WILLIAMS ZAPATA, JOSÉ DANIEL",SI
125,NA,"WONG PUJADA, ENRIQUE",SI
126,AP-PIS,"YARROW LUMBRERAS, NORMA MARTINA",SI
127,PL,"ZEA CHOQUECHAMBI, OSCAR",LO
128,RP,"ZEBALLOS APONTE, JORGE ARTURO",LO
129,PD,"ZEBALLOS MADARIAGA, CARLOS JAVIER",ABST
130,FP,"ZETA CHUNGA, CRUZ MARÍA",SI
