numero,grupo_parlamentario,congresista,votacion
72,NA,"MÁLAGA TRILLO, GEORGE EDWARD",SINRES
73,PL,"MARTICORENA MENDOZA, JORGE ALFONSO",NO
74,AP,"MARTÍNEZ TALAVERA, PEDRO EDWIN",SINRES
75,PL,"MEDINA HERMOSILLA, ELIZABETH SARA",LE
76,RP,"MEDINA MINAYA, ESDRAS RICARDO",AUS
77,PL,"MONTALVO CUBAS, SEGUNDO TORIBIO",NO
78,AP,"MONTEZA FACHO, SILVIA MARÍA",SI
79,RP,"MONTOYA MANRIQUE, JORGE CARLOS",SI
80,FP,"MORANTE FIGARI, JORGE ALBERTO",LE
81,AP,"MORI CELIS, JUAN CARLOS",LP
82,FP,"MOYANO DELGADO, MARTHA LUPE",SI
83,RP,"MUÑANTE BARRIOS, ALEJANDRO",SI
84,FP,"OBANDO MORGAN, AURISTELA ANA",NO
85,FP,"OLIVOS MARTÍNEZ, VIVIAN",SI
86,NA,"PABLO MEDINA, FLOR AIDEE",SINRES
87,RP,"PADILLA ROMERO, JAVIER ROMMEL",SI
88,PL,"PALACIOS HUÁMAN, MARGOT",NO
89,PL,"PAREDES CASTRO, FRANCIS JHASMINA",NO
90,AP,"PAREDES FONSECA, KAROL IVETT",SI
91,PL,"PAREDES GONZALES, ALEX ANTONIO",NO
92,NA,"PAREDES PIQUÉ, SUSEL ANA MARÍA",NO
93,PL,"PARIONA SINCHE, ALFREDO",ABST
94,APP,"PICÓN QUEDO, LUIS RAÚL",SI
95,PL,"PORTALATINO ÁVALOS, KELLY ROXANA",AUS
96,AP,"PORTERO LÓPEZ, HILDA MARLENY",SI
97,PL,"QUIROZ BARBOZA, SEGUNDO TEODOMIRO",NO
98,PL,"QUISPE MAMANI, WILSON RUSBEL",NO
99,PL,"QUITO SARMIENTO, BERNARDO JAIME",NO
100,FP,"RAMÍREZ GARCÍA, TANIA ESTEFANY",NO
101,FP,"REVILLA VILLANUEVA, CÉSAR MANUEL",NO
102,PL,"REYES CAM, ABEL AUGUSTO",AUS
103,JP,"REYMUNDO MERCADO, EDGARD CORNELIO",SI
104,PL,"RIVAS CHACARA, JANET MILAGROS",NO
105,PL,"ROBLES ARAUJO, SILVANA EMPERATRIZ",NO
106,APP,"RUÍZ RODRÍGUEZ, MAGALY ROSMERY",SI
107,SP,"SAAVEDRA CASTERNOQUE, HITLER",SI
108,APP,"SALHUANA CAVIDES, EDUARDO",SI
109,JP,"SÁNCHEZ PALOMINO, ROBERTO HELBERT",SI
110,AP,"SOTO PALACIOS, WILSON",SI
111,APP,"SOTO REYES, ALEJANDRO",SI
112,PL,"TACURI VALDIVIA, GERMÁN ADOLFO",NO
113,PL,"TAIPE CORONADO, MARÍA ELIZABETH",AUS
114,PL,"TELLO MONTES, NIVARDO EDGAR",AUS
115,APP,"TORRES SALINAS, ROSIO",SI
116,APP,"TRIGOZO REÁTEGUI, CHERYL",SI
117,AP-PIS,"TUDELA GUTIÉRREZ, ADRIANA JOSEFINA",SI
118,PL,"UGARTE MAMANI, JHAKELINE KATY",NO
119,SP,"VALER PINTO, HÉCTOR",SI
120,PL,"VARAS MELÉNDEZ, ELÍAS MARCIAL",NO
121,PL,"VÁSQUEZ VELA, LUCINDA",AUS
122,FP,"VENTURA ANGEL, HÉCTOR JOSÉ",NO
123,AP,"VERGARA MENDOZA, ELVIS HERNÁN",SI
124,AP-PIS,"WILLIAMS ZAPATA, JOSÉ DANIEL",SI
125,PP,"WONG PUJADA, ENRIQUE",SINRES
126,AP-PIS,"YARROW LUMBRERAS, NORMA MARTINA",SI
127,PL,"ZEA CHOQUECHAMBI, OSCAR",NO
128,RP,"ZEBALLOS APONTE, JORGE ARTURO",LE
129,NA,"ZEBALLOS MADARIAGA, CARLOS JAVIER",SI
130,FP,"ZETA CHUNGA, CRUZ MARÍA",NO
