grupo_parlamentario,congresista,asistencia
PP,"LUNA GÁLVEZ, JOSÉ LEÓN",AUSENTE
CD-JPP,"LUQUE IBARRA, RUTH",PRESENTE
FP,"LÓPEZ MORALES, JENY LUZ",PRESENTE
AP,"LÓPEZ UREÑA, ILICH FREDY",PRESENTE
PB,"MARTICORENA MENDOZA, JORGE",PRESENTE
AP,"MARTÍNEZ TALAVERA, PEDRO EDWIN",PRESENTE
BM,"MEDINA HERMOSILLA, ELIZABETH SARA",PRESENTE
RP,"MEDINA MINAYA, ESDRAS RICARDO",PRESENTE
PL,"MONTALVO CUBAS, SEGUNDO TORIBIO",PRESENTE
AP,"MONTEZA FACHO, SILVIA MARÍA",PRESENTE
RP,"MONTOYA MANRIQUE, JORGE",PRESENTE
FP,"MORANTE FIGARI, JORGE ALBERTO",PRESENTE
AP,"MORI CELIS, JUAN CARLOS",AUSENTE
FP,"MOYANO DELGADO, MARTHA LUPE",PRESENTE
RP,"MUÑANTE BARRIOS, ALEJANDRO",PRESENTE
NA,"MÁLAGA TRILLO, GEORGE EDWARD",LICENCIA_POR_ENFERMEDAD
FP,"OBANDO MORGAN, AURISTELA ANA",PRESENTE
NA,"PABLO MEDINA, FLOR AIDEE",PRESENTE
RP,"PADILLA ROMERO, JAVIER ROMMEL",PRESENTE
PL,"PALACIOS HUAMÁN, MARGOT",LICENCIA_POR_ENFERMEDAD
BM,"PAREDES CASTRO, FRANCIS JHASMINA",PRESENTE
AP,"PAREDES FONSECA, KAROL IVETT",PRESENTE
BM,"PAREDES GONZALES, ALEX ANTONIO",PRESENTE
NA,"PAREDES PIQUÉ, SUSEL ANA MARÍA",PRESENTE
PL,"PARIONA SINCHE, ALFREDO",PRESENTE
NA,"PICÓN QUEDO, LUIS RAÚL",PRESENTE
PL,"PORTALATINO ÁVALOS, KELLY ROXANA",PRESENTE
AP,"PORTERO LÓPEZ, HILDA MARLENY",PRESENTE
BM,"QUIROZ BARBOZA, SEGUNDO TEODOMIRO",LICENCIA_OFICIAL
PL,"QUISPE MAMANI, WILSON RUSBEL",PRESENTE
PL,"QUITO SARMIENTO, BERNARDO JAIME",PRESENTE
FP,"RAMÍREZ GARCÍA, TANIA ESTEFANY",PRESENTE
FP,"REVILLA VILLANUEVA, CÉSAR MANUEL",PRESENTE
PL,"REYES CAM, ABEL AUGUSTO",AUSENTE
CD-JPP,"REYMUNDO MERCADO, EDGARD CORNELIO",PRESENTE
PL,"RIVAS CHACARA, JANET MILAGROS",PRESENTE
PL,"ROBLES ARAUJO, SILVANA EMPERATRIZ",PRESENTE
APP,"RUÍZ RODRÍGUEZ, MAGALY ROSMERY",PRESENTE
SP,"SAAVEDRA CASTERNOQUE, HITLER",PRESENTE
APP,"SALHUANA CAVIDES, EDUARDO",PRESENTE
AP,"SOTO PALACIOS, WILSON",PRESENTE
APP,"SOTO REYES, ALEJANDRO",AUSENTE
CD-JPP,"SÁNCHEZ PALOMINO, ROBERTO HELBERT",LICENCIA_OFICIAL
BM,"TACURI VALDIVIA, GERMÁN ADOLFO",PRESENTE
PL,"TAIPE CORONADO, MARÍA ELIZABETH",AUSENTE
BM,"TELLO MONTES, NIVARDO EDGAR",PRESENTE
APP,"TORRES SALINAS, ROSIO",PRESENTE
APP,"TRIGOZO REÁTEGUI, CHERYL",PRESENTE
AP-PIS,"TUDELA GUTIÉRREZ, ADRIANA JOSEFINA",AUSENTE
BM,"UGARTE MAMANI, JHAKELINE KATY",PRESENTE
PD,"VALER PINTO, HÉCTOR",PRESENTE
PB,"VARAS MELÉNDEZ, ELÍAS MARCIAL",PRESENTE
FP,"VENTURA ANGEL, HÉCTOR JOSÉ",PRESENTE
AP,"VERGARA MENDOZA, ELVIS HERNÁN",PRESENTE
BM,"VÁSQUEZ VELA, LUCINDA",PRESENTE
AP-PIS,"WILLIAMS ZAPATA, JOSÉ DANIEL",LICENCIA_OFICIAL
PP,"WONG PUJADA, ENRIQUE",PRESENTE
AP-PIS,"YARROW LUMBRERAS, NORMA MARTINA",PRESENTE
PP,"ZEA CHOQUECHAMBI, OSCAR",PRESENTE
RP,"ZEBALLOS APONTE, JORGE",PRESENTE
PD,"ZEBALLOS MADARIAGA, CARLOS",PRESENTE
FP,"ZETA CHUNGA, CRUZ MARÍA",AUSENTE
FP,"olivos MARTÍNEZ, VIVIAN",PRESENTE
