numero,grupo_parlamentario,congresista,votacion
75,PL,"MEDINA HERMOSILLA, ELIZABETH SARA",NO
76,RP,"MEDINA MINAYA, ESDRAS RICARDO",NO
77,PL,"MONTALVO CUBAS, SEGUNDO TORIBIO",NO
78,AP,"MONTEZA FACHO, SILVIA MARÍA",SI
79,RP,"MONTOYA MANRIQUE, JORGE CARLOS",NO
80,FP,"MORANTE FIGARI, JORGE ALBERTO",ABST
81,AP,"MORI CELIS, JUAN CARLOS",LO
82,FP,"MOYANO DELGADO, MARTHA LUPE",ABST
83,RP,"MUÑANTE BARRIOS, ALEJANDRO",NO
84,FP,"OBANDO MORGAN, AURISTELA ANA",SI
85,FP,"OLIVOS MARTÍNEZ, VIVIAN",SI
86,NA,"PABLO MEDINA, FLOR AIDEE",SI
87,RP,"PADILLA ROMERO, JAVIER ROMMEL",NO
88,PL,"PALACIOS HUÁMAN, MARGOT",NO
89,PL,"PAREDES CASTRO, FRANCIS JHASMINA",NO
90,AP,"PAREDES FONSECA, KAROL IVETT",SI
91,PL,"PAREDES GONZALES, ALEX ANTONIO",NO
92,NA,"PAREDES PIQUÉ, SUSEL ANA MARÍA",AUS
93,PL,"PARIONA SINCHE, ALFREDO",SI
94,APP,"PICÓN QUEDO, LUIS RAÚL",SINRES
95,PL,"PORTALATINO ÁVALOS, KELLY ROXANA",SINRES
96,AP,"PORTERO LÓPEZ, HILDA MARLENY",SI
97,PL,"QUIROZ BARBOZA, SEGUNDO TEODOMIRO",SI
98,PL,"QUISPE MAMANI, WILSON RUSBEL",NO
99,PL,"QUITO SARMIENTO, BERNARDO JAIME",NO
100,FP,"RAMÍREZ GARCÍA, TANIA ESTEFANY",ABST
101,FP,"REVILLA VILLANUEVA, CÉSAR MANUEL",SINRES
102,PL,"REYES CAM, ABEL AUGUSTO",LO
103,JP,"REYMUNDO MERCADO, EDGARD CORNELIO",SI
104,PL,"RIVAS CHACARA, JANET MILAGROS",NO
105,PL,"ROBLES ARAUJO, SILVANA EMPERATRIZ",NO
106,APP,"RUÍZ RODRÍGUEZ, MAGALY ROSMERY",NO
107,SP,"SAAVEDRA CASTERNOQUE, HITLER",SI
108,APP,"SALHUANA CAVIDES, EDUARDO",NO
109,JP,"SÁNCHEZ PALOMINO, ROBERTO HELBERT",SI
110,AP,"SOTO PALACIOS, WILSON",SI
111,APP,"SOTO REYES, ALEJANDRO",NO
112,PL,"TACURI VALDIVIA, GERMÁN ADOLFO",NO
113,PL,"TAIPE CORONADO, MARÍA ELIZABETH",NO
114,PL,"TELLO MONTES, NIVARDO EDGAR",NO
115,APP,"TORRES SALINAS, ROSIO",NO
116,APP,"TRIGOZO REÁTEGUI, CHERYL",NO
117,AP-PIS,"TUDELA GUTIÉRREZ, ADRIANA JOSEFINA",NO
118,PL,"UGARTE MAMANI, JHAKELINE KATY",NO
119,PD,"VALER PINTO, HÉCTOR",SI
120,PL,"VARAS MELÉNDEZ, ELÍAS MARCIAL",NO
121,PL,"VÁSQUEZ VELA, LUCINDA",AUS
122,FP,"VENTURA ANGEL, HÉCTOR JOSÉ",ABST
123,AP,"VERGARA MENDOZA, ELVIS HERNÁN",ABST
124,AP-PIS,"WILLIAMS ZAPATA, JOSÉ DANIEL",NO
125,PP,"WONG PUJADA, ENRIQUE",SI
126,AP-PIS,"YARROW LUMBRERAS, NORMA MARTINA",NO
127,PL,"ZEA CHOQUECHAMBI, OSCAR",LO
128,RP,"ZEBALLOS APONTE, JORGE ARTURO",LE
129,PD,"ZEBALLOS MADARIAGA, CARLOS JAVIER",SI
130,FP,"ZETA CHUNGA, CRUZ MARÍA",SI
