numero,grupo_parlamentario,congresista,votacion
72,NA,"MÁLAGA TRILLO, GEORGE EDWARD",SI
73,PL,"MARTICORENA MENDOZA, JORGE ALFONSO",SI
74,AP,"MARTÍNEZ TALAVERA, PEDRO EDWIN",NO
75,PL,"MEDINA HERMOSILLA, ELIZABETH SARA",NO
76,RP,"MEDINA MINAYA, ESDRAS RICARDO",NO
77,PL,"MONTALVO CUBAS, SEGUNDO TORIBIO",NO
78,AP,"MONTEZA FACHO, SILVIA MARÍA",SI
79,RP,"MONTOYA MANRIQUE, JORGE CARLOS",NO
80,FP,"MORANTE FIGARI, JORGE ALBERTO",NO
81,AP,"MORI CELIS, JUAN CARLOS",NO
82,FP,"MOYANO DELGADO, MARTHA LUPE",NO
83,RP,"MUÑANTE BARRIOS, ALEJANDRO",NO
84,FP,"OBANDO MORGAN, AURISTELA ANA",NO
85,FP,"OLIVOS MARTÍNEZ, VIVIAN",NO
86,NA,"PABLO MEDINA, FLOR AIDEE",SI
87,RP,"PADILLA ROMERO, JAVIER ROMMEL",NO
88,PL,"PALACIOS HUÁMAN, MARGOT",ABST
89,PL,"PAREDES CASTRO, FRANCIS JHASMINA",NO
90,AP,"PAREDES FONSECA, KAROL IVETT",SI
91,PL,"PAREDES GONZALES, ALEX ANTONIO",NO
92,NA,"PAREDES PIQUÉ, SUSEL ANA MARÍA",SI
93,PL,"PARIONA SINCHE, ALFREDO",NO
94,APP,"PICÓN QUEDO, LUIS RAÚL",NO
95,PL,"PORTALATINO ÁVALOS, KELLY ROXANA",NO
96,AP,"PORTERO LÓPEZ, HILDA MARLENY",NO
97,PL,"QUIROZ BARBOZA, SEGUNDO TEODOMIRO",AUS
98,PL,"QUISPE MAMANI, WILSON RUSBEL",NO
99,PL,"QUITO SARMIENTO, BERNARDO JAIME",NO
100,FP,"RAMÍREZ GARCÍA, TANIA ESTEFANY",NO
101,FP,"REVILLA VILLANUEVA, CÉSAR MANUEL",NO
102,PL,"REYES CAM, ABEL AUGUSTO",NO
103,JP,"REYMUNDO MERCADO, EDGARD CORNELIO",SI
104,PL,"RIVAS CHACARA, JANET MILAGROS",NO
105,PL,"ROBLES ARAUJO, SILVANA EMPERATRIZ",SI
106,APP,"RUÍZ RODRÍGUEZ, MAGALY ROSMERY",SI
107,SP,"SAAVEDRA CASTERNOQUE, HITLER",NO
108,APP,"SALHUANA CAVIDES, EDUARDO",SI
109,JP,"SÁNCHEZ PALOMINO, ROBERTO HELBERT",LO
110,AP,"SOTO PALACIOS, WILSON",NO
111,APP,"SOTO REYES, ALEJANDRO",SI
112,PL,"TACURI VALDIVIA, GERMÁN ADOLFO",NO
113,PL,"TAIPE CORONADO, MARÍA ELIZABETH",NO
114,PL,"TELLO MONTES, NIVARDO EDGAR",NO
115,APP,"TORRES SALINAS, ROSIO",NO
116,APP,"TRIGOZO REÁTEGUI, CHERYL",SINRES
117,AP-PIS,"TUDELA GUTIÉRREZ, ADRIANA JOSEFINA",LO
118,PL,"UGARTE MAMANI, JHAKELINE KATY",SINRES
119,PD,"VALER PINTO, HÉCTOR",SI
120,PL,"VARAS MELÉNDEZ, ELÍAS MARCIAL",NO
121,PL,"VÁSQUEZ VELA, LUCINDA",NO
122,FP,"VENTURA ANGEL, HÉCTOR JOSÉ",NO
123,AP,"VERGARA MENDOZA, ELVIS HERNÁN",NO
124,AP-PIS,"WILLIAMS ZAPATA, JOSÉ DANIEL",NO
125,PP,"WONG PUJADA, ENRIQUE",AUS
126,AP-PIS,"YARROW LUMBRERAS, NORMA MARTINA",NO
127,PL,"ZEA CHOQUECHAMBI, OSCAR",NO
128,RP,"ZEBALLOS APONTE, JORGE ARTURO",NO
129,PD,"ZEBALLOS MADARIAGA, CARLOS JAVIER",SI
130,FP,"ZETA CHUNGA, CRUZ MARÍA",NO
