numero,grupo_parlamentario,congresista,votacion
76,RP,"MEDINA MINAYA, ESDRAS RICARDO",NO
77,PL,"MONTALVO CUBAS, SEGUNDO TORIBIO",SI
78,AP,"MONTEZA FACHO, SILVIA MARÍA",NO
79,RP,"MONTOYA MANRIQUE, JORGE CARLOS",SINRES
80,FP,"MORANTE FIGARI, JORGE ALBERTO",NO
81,AP,"MORI CELIS, JUAN CARLOS",NO
82,FP,"MOYANO DELGADO, MARTHA LUPE",NO
83,RP,"MUÑANTE BARRIOS, ALEJANDRO",ABST
84,FP,"OBANDO MORGAN, AURISTELA ANA",NO
85,FP,"OLIVOS MARTÍNEZ, VIVIAN",NO
86,NA,"PABLO MEDINA, FLOR AIDEE",NO
87,RP,"PADILLA ROMERO, JAVIER ROMMEL",NO
88,PL,"PALACIOS HUÁMAN, MARGOT",SI
89,PL,"PAREDES CASTRO, FRANCIS JHASMINA",SI
90,AP,"PAREDES FONSECA, KAROL IVETT",NO
91,PL,"PAREDES GONZALES, ALEX ANTONIO",SI
92,NA,"PAREDES PIQUÉ, SUSEL ANA MARÍA",NO
93,PL,"PARIONA SINCHE, ALFREDO",SI
94,APP,"PICÓN QUEDO, LUIS RAÚL",SI
95,PL,"PORTALATINO ÁVALOS, KELLY ROXANA",AUS
96,AP,"PORTERO LÓPEZ, HILDA MARLENY",NO
97,PL,"QUIROZ BARBOZA, SEGUNDO TEODOMIRO",LP
98,PL,"QUISPE MAMANI, WILSON RUSBEL",SI
99,PL,"QUITO SARMIENTO, BERNARDO JAIME",SI
100,FP,"RAMÍREZ GARCÍA, TANIA ESTEFANY",NO
101,FP,"REVILLA VILLANUEVA, CÉSAR MANUEL",NO
102,PL,"REYES CAM, ABEL AUGUSTO",AUS
103,JP,"REYMUNDO MERCADO, EDGARD CORNELIO",NO
104,PL,"RIVAS CHACARA, JANET MILAGROS",SI
105,PL,"ROBLES ARAUJO, SILVANA EMPERATRIZ",SI
106,APP,"RUÍZ RODRÍGUEZ, MAGALY ROSMERY",NO
107,SP,"SAAVEDRA CASTERNOQUE, HITLER",SI
108,APP,"SALHUANA CAVIDES, EDUARDO",NO
109,JP,"SÁNCHEZ PALOMINO, ROBERTO HELBERT",NO
110,AP,"SOTO PALACIOS, WILSON",NO
111,APP,"SOTO REYES, ALEJANDRO",NO
112,PL,"TACURI VALDIVIA, GERMÁN ADOLFO",SI
113,PL,"TAIPE CORONADO, MARÍA ELIZABETH",LE
114,PL,"TELLO MONTES, NIVARDO EDGAR",SI
115,APP,"TORRES SALINAS, ROSIO",NO
116,APP,"TRIGOZO REÁTEGUI, CHERYL",AUS
117,AP-PIS,"TUDELA GUTIÉRREZ, ADRIANA JOSEFINA",SI
118,PL,"UGARTE MAMANI, JHAKELINE KATY",SI
119,PD,"VALER PINTO, HÉCTOR",NO
120,PL,"VARAS MELÉNDEZ, ELÍAS MARCIAL",SI
121,PL,"VÁSQUEZ VELA, LUCINDA",SI
122,FP,"VENTURA ANGEL, HÉCTOR JOSÉ",NO
123,AP,"VERGARA MENDOZA, ELVIS HERNÁN",LO
124,AP-PIS,"WILLIAMS ZAPATA, JOSÉ DANIEL",SI
125,PP,"WONG PUJADA, ENRIQUE",NO
126,AP-PIS,"YARROW LUMBRERAS, NORMA MARTINA",SI
127,PL,"ZEA CHOQUECHAMBI, OSCAR",SI
128,RP,"ZEBALLOS APONTE, JORGE ARTURO",NO
129,PD,"ZEBALLOS MADARIAGA, CARLOS JAVIER",NO
130,FP,"ZETA CHUNGA, CRUZ MARÍA",NO
